ReviewTitle,ReviewBody,ReviewStar,Product
"Excellent
","Excellent
",5,JBL T205BT
"Good one
","very nice
",4,JBL T205BT
"Awesome product
","Very good
",5,JBL T205BT
"Poor sound quality
","Bad sound quality
",1,JBL T205BT
"Waste of money
","Pathetic product
",1,JBL T205BT
"Good fit
","The feel is good
",4,JBL T205BT
"Paining
","Paining the ears
",1,JBL T205BT
"Good Head Set
","Good one
",5,JBL T205BT
"Excellent product
","Excellent product ...
",5,JBL T205BT
"Good product
","Nothing
",5,JBL T205BT
"Very good
","Good experience
",5,JBL T205BT
"Good
","Oh cough uhhsjk
",4,JBL T205BT
"Good
","Nothing
",5,JBL T205BT
"Good one to go
","Awesome
",5,JBL T205BT
"Awesome
","Nothing
",5,JBL T205BT
"Amazing
","Amazing
",5,JBL T205BT
"Too short battery life
","Average
",3,JBL T205BT
"Superb
","Good quality
",5,JBL T205BT
"Good for music
","Good for music
",4,JBL T205BT
"Value for money
","Excellent bass
",5,JBL T205BT
"Good
","Good!!
",5,JBL T205BT
"3 star
","It's ok kind.
",3,JBL T205BT
"NO
","Sound quality
",3,JBL T205BT
"Great Quality
","Great Quality
",5,JBL T205BT
"Superb
","Super quality
",5,JBL T205BT
"Good
","Best
",4,JBL T205BT
"Best
","Best product
",5,JBL T205BT
"Good quality
","Good quality
",5,JBL T205BT
"Poor
","Poor
",1,JBL T205BT
"Bed quality
","Bed quality
",1,JBL T205BT
"Mic problem
","Mic problem
",5,JBL T205BT
"Best
","Baassssssst
",5,JBL T205BT
"Low quality
","Low quality
",1,JBL T205BT
"Not worth it
","Does not fit in ear
",1,JBL T205BT
"Not good
","Not good..
",1,JBL T205BT
"Good
","Ok
",4,JBL T205BT
"Good
","Better
",3,JBL T205BT
"Very bad product
","Very bad product
",1,JBL T205BT
"Good
","I like it
",5,JBL T205BT
"Nice
","Very good
",5,JBL T205BT
"Low sound but comfortable
","Low sound
",5,JBL T205BT
"Nice speaker bess
","Nice Bess
",5,JBL T205BT
"Low connectivity
","Not good
",2,JBL T205BT
"Ear phone
","Good one
",4,JBL T205BT
"Good
","Too good
",4,JBL T205BT
"Perfect
","Good one
",5,JBL T205BT
"Faltyu
","Very bad
",1,JBL T205BT
"Dont but plz
","Horrible
",1,JBL T205BT
"Good
","Good one
",5,JBL T205BT
"not bad
","not bad
",5,JBL T205BT
"Amazing
","Amazing
",5,JBL T205BT
"Grt experience
","Nothing
",5,JBL T205BT
"Good
","Awesome
",5,JBL T205BT
"Perfect
","Perfect
",4,JBL T205BT
"Good product
","Great👍
",5,JBL T205BT
"Good
","Bestttt
",5,JBL T205BT
"Nice sound
","Ok good
",4,JBL T205BT
"Battery life
","Battery life
",5,JBL T205BT
"Thik h
","Thik h
",3,JBL T205BT
"fantastik
","soppar
",5,JBL T205BT
"Superb
","Super
",5,JBL T205BT
"Good
","Supar
",5,JBL T205BT
"Worst product
","Worst
",2,JBL T205BT
"Does not fit properly. Falls off all the time. Waste of money..
","Worst
",1,JBL T205BT
"Waste
","Worst
",1,JBL T205BT
"Good
","Ilike
",5,JBL T205BT
"ok
","beat
",5,JBL T205BT
"Good
","Good
",4,JBL T205BT
"Awsom
","Good
",5,JBL T205BT
"Worth for amount
","nice
",5,JBL T205BT
"Good
","Good
",5,JBL T205BT
"VFM
","Good
",3,JBL T205BT
"It's Good
","Nice
",4,JBL T205BT
"Nice
","Nice
",5,JBL T205BT
"Nice
","Good
",4,JBL T205BT
"Nice
","Nice
",3,JBL T205BT
"Best
","Best
",5,JBL T205BT
"nice
","nice
",5,JBL T205BT
"Good
","Good
",4,JBL T205BT
"Bad
","Bad
",1,JBL T205BT
"No thnx
","Bed
",1,JBL T205BT
"Best quality of wireless earphones
","I like it
",5,JBL T205BT
"good
","good
",4,JBL T205BT
"No more sound
","Ok
",5,JBL T205BT
"Nice
","Good
",3,JBL T205BT
"These surprised me!
","I'm personally not a fan of the ear-plug type earbuds so I went for this. Initially, I was skeptical of the audio quality because these won't be able to seal into the ears as good as the plugs. However, to my surprise, their bass is comparable to some good quality in ears from the likes of Mi & Altec Lansing.Overall, I don't regret my purchase, Got these delivered next morning with amazon prime.Talking about the sound quality, sound is slightly bass heavy and suits my taste. The sound stage is colored and the highs are sometimes faded to compensate for the lows but it doesn't mean that they don't sound good. These sound fantastic!Anyone who wants to listen to EDM or Bollywood go for these. Good product from JBL.
",5,JBL T205BT
"Left side speaker not working
","After receive when i charge and listening song but left side speaker stop working only right side one sound.
",1,JBL T205BT
"Call voice is not properly audible.
","It is pairing nicely but when any media or song or video is being played then sound is interrupting too much. Continues voice is not coming through it. It sounds like corrupt media file..I tried it with 3 different mob but same problem is there.Hope I could return it.
",2,JBL T205BT
"Pure base loved it
","If you are a base lover blindly go this headphone awesome one, but if you are looking for noise cancelling option dont buy this, search for different headphone.
",5,JBL T205BT
"U can feel bass
","Sound quality is very good, we can hear upto deep , noice cancellation is gud, light weight that to base is pure jbl base
",5,JBL T205BT
"Recived differnt colour but quality was awesom
","Quality
",5,JBL T205BT
"Sound is not gud
","Pls dont buy
",1,JBL T205BT
"Waste earphones
","When i purchased this earphones I felt rlly good but after someday on right side of earbuds some sort of interaction takes place it’s so distracting the songs waste of 3K money 🤦🏻‍♂️ I think better try fr some other companies other than JBL
",1,JBL T205BT
"Just great!
","I don't understand why people are saying sound so low. Sound is just great. I bet you can't listen to music on full volume. Bass is good. Bt range is 15 feet . But price is high on Amazon. I got mine just for 2199 from jbl store.
",5,JBL T205BT
"Buy something else
","Plastic hurts in ears and also it tend to get heated after few hours of use
",2,JBL T205BT
"Recommend that not to buy this product!!
","Bought it 2 months back..it is quite good..the charging and sound quality is good at this price..but the ear bud/ear piece started removing slowly, Although I used it very smoothly  but it din help me out..the gum is not great..and i recommend you to not to buy these product because we cant even exchange it and we get better quality earphones at this price..hope my review helps you out there!!Thank you..
",1,JBL T205BT
"Great for Music -- Not for calls
","I purchased 2 sets of this product and been using for 1 week.Pros:Earpod style, fits nicely, no pain even after using for hours. (This is the main reason I bought)Good sound quality and BassNice build quality and looks great.Cons:No Sir/Google Now-- Very Disappointing, If I knew this, I wouldn't have bought it. I thought every earphone will have a long press google now support. Feels useless while riding bike and while walking.Very low call volume -- This is serious issue while in traffic riding bike in India.Low battery life.Not sweat proof.Poor quality audio in Skype for Business. (App shows your device is causing low call quality)
",3,JBL T205BT
"Overrated
","I was planning on buying these but fortunately, an office colleague of mine bought one and I got to try it.The fitting in the ear is just OK; it is definitely not painful but pops out as you indulge in some physical activity like running.The Bluetooth connectivity also seems a bit off; the phone was in my pocket and it still gave that mushy noise sometimes.The biggest let down for me was the audio quality. The highs, lows and beats are just overhsadowed by uncontrolled bass. It feels like music being played in an empty hall. Also, the volume is also not very impressive. Definitely not worth the money.I currently use Boat earphones which I bought for Rs.500 and they are way better than these 2k ones.Better go for MiVi or Boat.
",2,JBL T205BT
"Sound, bass
","I was looking for simple ear phones which remain just outside ear and not like other pieces which go inside the ear and we r totally cut off from outside.Such earphones were not available online, even in some good offline stores also.But one day while surfing I found these .I immediately ordered ., bass is deep and loud as claimed , light weight.
",4,JBL T205BT
"Good product to go with Bluetooth
","Bought this from jbl site and was available for 1999 Rs but black color was not available.I did lot of research on Bluetooth headphones before purchasing. Asked some of my friends already using some other company Bluetooth headset. All was having problem while calling. The other person on call hear some disturbance. Mainly I was looking for calling purpose. Following are the pros and cons according to me:Pros-no issue in call on both side. Perfect for callingBattery also seems good to me. Haven’t used for continuous day long but looks like it could hold for day long.Music sound also good. Was using iPhone headset and seems no much difference.In ear comfort also fineLook and quality wise no problemCons: no magnet but given one plastic kind of thing to hold both side wire togetherAuto turn off if not in use. For some it could be drawback and for some battery saving feature.I would suggest to purchase without any doubt.
",5,JBL T205BT
"Go for it if you are not into plug in ear buds !
","Bought this doubtfully during the great Indian sale. Happy with purchase. I’m against in ear plugs as I feel uncomfortable beyond a point. This ear plug replicates apple earphones and sits on the ear.  Very comfortable and sound is enough to satisfy my needs. Also use it for taking calls so far no issues. Charging time 2hrs and lasts for a day.
",4,JBL T205BT
"Not worth the price!
","I think JBL is just a brand name. To be honest this is good for nothing. Noise cancellation is zero, if I am on bike I dont even get which song is playing even on full volume. The bass is okay, not so appreciable as they market it the way it to be. I recently shifted from Sennheiser  brand and quite disappointed with this :-D
",2,JBL T205BT
"Sound quality is great but it may not be that durable.
","Before I write my review, I’d like to make clear that I DIDN’T purchase the item from the Amazon store. Regardless, I wish to write the review as I did come across one problem and would like others to consider it.I’ve had the earphones for almost about a month. I use it on a daily basis. And after first few weeks I noticed the ear-thing coming out. And I didn’t give much attention then but now it’s fully out and it’s bothersome.
",3,JBL T205BT
"A quality product with amazing features
","Bought it a few days ago and really satisfied with its performance!! I would like to highlight its features that make these JBL T205 BT earphones one of its kind...Sound quality = 10/10Bluetooth connectivity=10/10Battery life= 10/10Bass quality= 9.5/10Noise cancellation=9/10Overall a great product and very comfortable to use!!
",5,JBL T205BT
"Worth it
","You dont realize how much you need wireless earphones unless you have them. Its not necessary but once used going back to wired may seem stupid.......the build and quality are nice ....noise cancellation is not great but its okay......range is not great but fine if you are using in the same room
",4,JBL T205BT
"Good Headphone with great quality and sound
","I got what I needed to.. these are good and harmless to my ears because of design..  With bud type headphone I am always suffered a lot and I got peace by getting it. Battery backup also good. Bass is awesome.build quality also super. No issue since product received.. thanks to JBL for this wonderful product
",5,JBL T205BT
"Damaged product delivered
","I bought this bluetooth earphone on sale.Battery holder has a big crack, not able to use as it looks ugly when I take it out and also left earplug doesn't work fine, can hear some irritational noise on using. Amazon has delivered a damaged product to me, on whole i am very disappointed by the product. I didn't expect such disaster from Amazon.
",2,JBL T205BT
"Cheap quality
","I bought directly from JBL website and was giving a cracking sound while reducing volume. Since I bought from JBL website and didnt have an option to return and customer care said to visit service center. Such a pathetic product which I need to take to service center in just 2 weeks.
",1,JBL T205BT
"Duplicate product do not buy
","Not more than three week the power button does not work properly ,get disconnected often and actually sound quality is poor ,battery life is 2-3 hour do not buy this product they are selling some cheap china stuff doesn't worth ""2k"". Not expected anything like this from amazon they are selling duplicte product please don't buy from amazon
",1,JBL T205BT
"Awesome
","Really amazing. Sound clarity is awesome.. material quality is not that much awesome. Lets  see how many months it will last.  But the sound clarity is in another level. I can listen to every bit of music. Connectivity is fine. Actually correctly fitting with the ear as well. 4.5/5
",5,JBL T205BT
"Good product for the price bracket.
","JBL products no doubt have good sound quality. The JBL pure bass BT earphones are not different. The sound quality, the comfort, the battery charger and device function time are remarkable.JBL could have improved the wire quality but it's not that fragile either.I recommend this product.
",5,JBL T205BT
"Awsme
","Awsme sound quality I love this Bluetooth a lot nd battery life is k it last for 5hrs max superb product
",5,JBL T205BT
"Amazing product
","I love this product. Sound quality is good. Noise cancellation is ok but the ear piece is perfect. I hate those ear buds type earphones. But this worth my money
",4,JBL T205BT
"Excellent earphones by JBL!
","After going through lots of reviewd and ratings, i bought this one: JBL T205BTFirstly, its looks are very attractive.Easy to use with all phones and laptopsHas great battery backupSound and mic quality is also great
",5,JBL T205BT
"Durable
","I like that the headphone came with a perfect packing, Looks Professional. They are perfect for my ears and quality is great too especially the base which is incredible. The Cable is very strong and durable. I think a worth buying for gamers.
",4,JBL T205BT
"Mic stopped working after 3 days of use.
","Worse experience ever, had very expectation for JBL but was totally shattered as microphone stopped working after 3 days of use. Was shocked how it could happen. bought at discount of Rs. 1000/- but now replacement not available.
",1,JBL T205BT
"Nice headphone
","After one year of using i am happy with it nice quality with good battery backup of 7 hrs of continious using
",5,JBL T205BT
"Not Worth
","This product can go as my worth online product purchase ever. Terrible battery life, some terrible noise if the wires even a little bit tangled. Except for the design nothing awesome about it
",2,JBL T205BT
